PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,STORE_TYPE,POINT_X,POINT_Y,STORE_NAME,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,GLOBALID
(303) 839-1961,M-F 6AM-7PM,NO,541103,44512001,224.0,,1.0,A,,A,ESRI,CS,-104.98733489,39.74089825,URBAN EXPRESS,55749.0,1550 BROADWAY,,DENVER,CO,80202,{816E540E-45BF-4623-80CD-11EC43CCAF9D}
(303) 371-3990,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,DS,-104.84714649,39.78319031,FAMILY DOLLAR,176614.0,4701 PEORIA ST,,DENVER,CO,80239,{19E732FA-4849-4E8F-8F5E-279265247C77}
(303) 744-3900,9AM-9PM,YES,,,0.0,,0.0,,,,DEH,DS,-104.98746504,39.72323001,FAMILY DOLLAR,78690.0,460 BROADWAY,,DENVER,CO,80204,{36C5BE61-56F2-4530-929B-5C050266D50A}
(303) 322-0801,8AM-8PM,YES,,,0.0,,0.0,,,,DEH,DS,-104.94048526,39.75749995,FAMILY DOLLAR,16128.0,2848 N COLORADO BLVD,,DENVER,CO,80207,{418CD5AF-F7F1-4D62-A91F-E89FEA40A304}
(303) 789-4501,M-SA 8AM-9PM; SU 9AM-9PM,YES,,,0.0,,0.0,,,,DEH,DS,-105.02504764,39.66544278,FAMILY DOLLAR,352143.0,2792 S FEDERAL BLVD,,DENVER,CO,80236,{E1F2DE62-3A06-4E58-99DC-7D1A9BFDA0E7}
(303) 936-6565,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,DS,-105.02510042,39.67889048,FAMILY DOLLAR,165264.0,2085 S FEDERAL BLVD,,DENVER,CO,80219,{DFB1E0E5-F9C9-4A84-934E-57ABDCC181E7}
(303) 742-0323,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,DS,-105.01019975,39.69680516,FAMILY DOLLAR,352875.0,1875 W MISSISSIPPI AVE,,DENVER,CO,80223,{FB30E15A-C965-43B8-A92E-D10C8CE8D2CA}
(303) 477-2331,9AM-9PM,YES,,,0.0,,0.0,,,,DEH,DS,-105.02525596,39.74582094,FAMILY DOLLAR,53463.0,1845 N FEDERAL BLVD,,DENVER,CO,80204,{6B27D714-AD48-4612-9220-93776B91522D}
(303) 322-6383,M-S 8AM-9PM; SU 9AM-9PM,YES,,,0.0,,0.0,,,,DEH,DS,-104.96687014,39.73997338,FAMILY DOLLAR,64678.0,1700 E COLFAX AVE,,DENVER,CO,80218,{F39943B9-7E6A-47EB-8A5B-FCBCE6DB8C49}
(303) 433-5929,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,DS,-105.00519098,39.78390596,FAMILY DOLLAR,175494.0,1515 W 48TH AVE,,DENVER,CO,80221,{0BDFF291-8AE0-4D64-AC7B-2C75E1B92BDD}
(303) 691-5660,M-SA 8AM-9PM; SU 9AM-9PM,YES,,,0.0,,0.0,,,,DEH,DS,-104.92237536,39.69007507,FAMILY DOLLAR,178976.0,1467 S HOLLY ST,,DENVER,CO,80222,{D26A0576-208B-469D-B236-FD11233AC3B4}
(303) 727-7585,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,DS,-105.02499501,39.69264817,FAMILY DOLLAR,100379.0,1320 S FEDERAL BLVD,,DENVER,CO,80219,{12D7F4A9-41B6-47FC-BC75-FA8683FBCCA5}
(770) 846 2905,Opening in July,NO,,,0.0,,0.0,,,,DEH,ONLINE,-104.96471343,39.70028885,FOODUCOPIA CORNER STORE,389218.0,1939 E KENTUCKY AVE,,DENVER,CO,80204,{C094ED90-BE85-4297-9456-A03B3829AE2B}
(303) 388-3679,9AM-10PM; SU 10AM-8PM,NO,,,0.0,,0.0,,,,DEH,PMCY,-104.94609461,39.73516445,CAPITAL HEIGHTS PHARMACY,246295.0,1200 N MADISON ST,,DENVER,CO,80218,{734EA7E7-1457-473D-8CB7-3CD08FE6FE7A}
(303) 534-7802,M-F 6:30AM-9PM; SA 8AM-9PM; SU 9AM-7PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.9928185,39.74565739,RITE AID,55206.0,750 16TH ST,,DENVER,CO,80202,{7BF21738-AAE1-4518-8E93-16DB8D6AE24F}
(303) 388-1805,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.90349482,39.69973032,WALGREENS,134762.0,950 S QUEBEC ST,,DENVER,CO,80247,{7688957B-D216-4A10-8E07-F16E0C6E8ADE}
(303) 571-5316,6AM-12AM,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.99324235,39.74605475,WALGREENS,236583.0,801 16TH ST,,DENVER,CO,80202,{67040C15-6DC6-40E6-B525-1289E411B0F4}
(720) 214-5330,7AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.90251005,39.75938771,WALGREENS,177441.0,7311 E 29TH DR,,DENVER,CO,80238,{4BA20AF2-6FF8-4868-AE36-28FD4C505054}
(303) 773-6154,7AM-MIDNIGHT,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.90508082,39.65310298,WALGREENS,150460.0,7190 E HAMPDEN,,DENVER,CO,80224,{DAF3C633-EFD5-490C-A11A-2413A553DFC1}
303-759-8853,7AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.91387768,39.67839914,WALGREENS,243076.0,6360 E EVANS AVE,,DENVER,CO,80222,{A2952C33-C425-4EF4-8EB1-A33B6E906DC7}
(303) 398-6066,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.91574972,39.74005285,WALGREENS,126659.0,6200 E COLFAX AVE,,DENVER,CO,80220,{6DBE0EB3-E36D-4A11-9464-333FECDD5555}
(720) 214-1151,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-105.05287094,39.74045827,WALGREENS,51925.0,5151 W COLFAX AVE,,DENVER,CO,80204,{F7DB12B7-EDB0-46DC-B24F-521768AFDB71}
(720) 214-0186,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-105.053266,39.657201,WALGREENS,188571.0,3067 S SHERIDAN BLVD,,DENVER,CO,80227,{ACD6D452-4430-44D8-B313-BF8E8A980F9E}
(303) 586-8417,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-105.02503482,39.71091983,WALGREENS,225623.0,300 S FEDERAL BLVD,,DENVER,CO,80219,{5F7B9798-B41C-4ECA-B25B-F80ECEEF7F08}
(303) 433-8911,7AM-MIDNIGHT,YES,,,0.0,,0.0,,,,DEH,PMCY,-105.02532622,39.7600903,WALGREENS,230023.0,2975 N FEDERAL BLVD,,DENVER,CO,80211,{ECA63A40-266E-43E0-86B8-CE3B3481546E}
(303) 331-0917,24 HOURS,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.96330078,39.73996301,WALGREENS,64636.0,2000 E COLFAX AVE,,DENVER,CO,80206,{7055DDC8-30E8-46B8-9175-29456161FCDE}
(303) 331-0917,24 HOURS,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.96330078,39.73996301,WALGREENS,64636.0,2000 E COLFAX AVE,,DENVER,CO,80206,{B7F4A018-54C5-416C-B331-B6102E779F24}
(720) 214-1027,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.77032994,39.78360265,WALGREENS,190782.0,18550 GREEN VALLEY RANCH BLVD,,DENVER,CO,80249,{6C69F1EC-E6E9-4F38-BF8C-A47843C66A46}
303-975-7444,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-105.02510623,39.68923074,WALGREENS,101295.0,1505 S FEDERAL BLVD,,DENVER,CO,80219,{45AB0712-36DD-4818-9D5E-5B5934C509BD}
(303) 778- 6069,8AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.972811,39.67853765,WALGREENS,111814.0,1235 E EVANS AVE,,DENVER,CO,80210,{037AABD3-890D-428D-87DD-0EA3D4E8B088}
(303) 722-0771,7AM-10PM,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.98742488,39.71856685,WALGREENS,78941.0,120 N BROADWAY,,DENVER,CO,80203,{C3A664F4-035C-48AC-B973-E86373486F27}
(303) 758-8047,24 HOURS,YES,,,0.0,,0.0,,,,DEH,PMCY,-104.94077666,39.69618055,WALGREENS,107693.0,1111 S COLORADO BLVD,,DENVER,CO,80246,{C6FB2A68-0C00-44B2-BD1A-FFB0E388463D}
(303) 745-4592,9AM-9:30PM,YES,541105,44511003,16055.0,,65.0,E,,B,ESRI,SC,-104.86297521,39.66582064,H MART ,0.0,2751 S PARKER RD,,AURORA,CO,80014,{44497C11-9E2D-4A84-B0F8-D53C7E878E4E}
(303) 934-5491,M-SA 7AM-10PM; SU 7AM-9PM,YES,,,0.0,,0.0,,,,DEH,SC,-105.02203792,39.67724267,K-MART,116504.0,2770 W EVANS AVE,,DENVER,CO,80219,{D6771DD6-CC33-42EA-9DAE-29968E66094A}
(303) 691-5089,7AM-10PM,YES,,,0.0,,0.0,,,,DEH,SC,-104.90999102,39.67739581,K-MART,140964.0,2150 S MONACO ST PKWY,,DENVER,CO,80207,{E9574953-9E3B-4DB7-8238-FF8DB7F912D1}
(720) 922-1475,M-SA 8AM-10PM; 8AM-9PM,YES,,,0.0,,0.0,,,,DEH,SC,-105.10172975,39.61110832,TARGET,0.0,9390 W CROSS DR,,LITTLETON,CO,80123,{44BD7BF4-17A6-4316-B2A6-9EC83814C95C}
(303) 209-8720,M-SA 8AM-10PM; SU 8AM-9PM,YES,,,0.0,,0.0,,,,DEH,SC,-104.89551164,39.78347675,TARGET,251605.0,7930 NORTHFIELD BLVD,,DENVER,CO,80238,{A8F13046-8BCD-470A-8813-AFC2B9A76105}
(303) 209-0182,M-SA 8AM-11PM; SU 8AM-10PM,YES,,,0.0,,0.0,,,,DEH,SC,-104.93710661,39.70876051,TARGET,0.0,4301 E VIRGINIA AVE,,DENVER,CO,80246,{0A1DDA76-99B5-447D-BBE9-BF95040A95AC}
(303) 974-6661,M-SA 8AM-10PM; 8AM-9PM,YES,,,0.0,,0.0,,,,DEH,SC,-105.00851696,39.64995115,TARGET,0.0,3650 RIVERPOINT PKWY,,SHERIDAN,CO,80110,{9FC54BF9-0E3A-4203-A7C4-065AB5F4228A}
(720) 274-3665,M-SA 8AM-10PM; 8AM-9PM,YES,,,0.0,,0.0,,,,DEH,SC,-105.05606246,39.74629995,TARGET,0.0,1985 SHERIDAN BLVD,,EDGEWATER,CO,80214,{BCD9AF01-4A70-4ADB-8555-A6EE2DFC4AC9}
(720) 748-1000,24 HOURS,YES,546102,31181102,284.0,2,4.0,A,,A,ESRI,SC,-104.8789955,39.65187445,WALMART,0.0,9400 E HAMPDEN AVE,,DENVER,CO,80231,{225D6F35-FA48-4640-81FE-166A3D552302}
(303) 274-5211,24 HOURS,YES,546102,31181102,710.0,2,10.0,C,,B,ESRI,SC,-105.07804994,39.74124336,WALMART,0.0,7455 W COLFAX AVE,,LAKEWOOD,CO,80214,{17F1F12E-CB5D-4C56-838D-F588DCB1FC85}
(303) 934-2456,,,,,0.0,,0.0,,,,DEH,CSG,-105.0251166,39.71177099,CONOCO,334970.0,275 S FEDERAL BLVD,,DENVER,CO,80219,{DA36DC6F-FB15-4C7A-8A4C-BB18F6B67C75}
(303) 458-7125,6AM-MIDNIGHT,YES,,,0.0,,0.0,,,,DEH,CSG,-105.01586669,39.75668104,CONOCO,47903.0,2727 N ZUNI ST,,DENVER,CO,80211,{A45FF292-F164-4608-9473-E0BF8658D376}
(303) 722-8801,M-SA 6AM-MIDNIGHT; SU 7AM-11PM,NO,,,0.0,,0.0,,,,DEH,CSG,-104.95943658,39.68007988,CONOCO,111605.0,2001 S UNIVERSITY BLVD,,DENVER,CO,80210,{E6691247-EBE2-4DD9-BCD6-EEAD1518626F}
(303) 935-9297,M-SA 6AM-11PM; SU 7AM-10PM,YES,,,0.0,,0.0,,,,DEH,CSG,-105.01233074,39.69677832,CONOCO,92477.0,1989 W MISSISSIPPI AVE,,DENVER,CO,80223,{635EA405-2B4C-4024-A94F-6F4E346BED26}
(303) 321-2395,24 HOURS,NO,,,0.0,,0.0,,,,DEH,CSG,-104.94084901,39.74074961,CONOCO,58914.0,1501 N COLORADO BLVD,,DENVER,CO,80206,{FAE69EB3-65B5-4AEA-9120-46C5F9E6B999}
,,,,,0.0,,0.0,,,,DEH,CSG,-105.05317587,39.7589648,CONOCO/C-STORE,49887.0,2900 N SHERIDAN BLVD,,DENVER,CO,80212,{88CA44FA-3470-47D4-9D63-A7E99901AE66}
(303) 295-2173,M-TH 5:30AM-10:30PM; F-SA 5:30AM-11PM; SU 5:30AM-10PM,NO,,,0.0,,0.0,,,,DEH,CSG,-104.9791354,39.77832867,C-STORE,246480.0,4500 N WASHINGTON ST,,DENVER,CO,80216,{469EC993-54AC-4430-8F3D-C9D3F66EA387}
(303) 320-0081,6AM-11PM,YES,,,0.0,,0.0,,,,DEH,CSG,-104.91267814,39.6986533,DIAMOND SHAMROCK,136183.0,990 S MONACO ST PKWY,,DENVER,CO,80220,{72CDA0D3-5D88-4617-9275-1D8F87E0A532}
,,YES,,,0.0,,0.0,,,,DEH,CSG,-104.92396097,39.7402764,DIAMOND SHAMROCK,173371.0,5455 E COLFAX AVE,,DENVER,CO,80220,{B535F208-DB12-415F-B2DE-5B96A35C7526}
(303) 373-1620,24 HOURS,YES,,,0.0,,0.0,,,,DEH,CSG,-104.84700482,39.77019022,DIAMOND SHAMROCK,12159.0,3860 N PEORIA ST,,DENVER,CO,80239,{0A964F6A-FA75-49A1-AFB2-55B8AF5A7464}
(303) 333-2371,5AM-10PM,YES,,,0.0,,0.0,,,,DEH,CSG,-104.94042539,39.76550643,DIAMOND SHAMROCK,15485.0,3490 N COLORADO BLVD,,DENVER,CO,80207,{DFD72301-E6AE-4C7E-9282-78696AACF7D8}
(303) 777-0611,24 HOURS,YES,,,0.0,,0.0,,,,DEH,CSG,-104.99727242,39.71017463,DIAMOND SHAMROCK,90627.0,330 S KALAMATH ST,,DENVER,CO,80223,{0E70A45B-BE8C-4E3A-B075-5D832F1FD6F3}
(303) 698-1834,M-SA 5AM-11PM; SU 6AM-11PM,YES,,,0.0,,0.0,,,,DEH,CSG,-104.97334542,39.71075052,DIAMOND SHAMROCK,87691.0,300 S DOWNING ST,,DENVER,CO,80209,{9615408A-DD51-4878-83CC-BFFE00E09D0E}
(303) 937-3881,6AM-10PM; SU 7AM-10PM,YES,,,0.0,,0.0,,,,DEH,CSG,-105.02504519,39.66837898,DIAMOND SHAMROCK,118220.0,2680 S FEDERAL BLVD,,DENVER,CO,80219,{75F6CFF0-E840-470C-825C-5AF7E674E6E1}
(303) 863-7576,24 HOURS,YES,,,0.0,,0.0,,,,DEH,CSG,-104.98451995,39.72505212,DIAMOND SHAMROCK,173069.0,255 E SPEER BLVD,,DENVER,CO,80203,{4B8C73D3-8D03-48FE-8EEC-F3A1235FD702}
(303) 756-8611,24 HOURS,,,,0.0,,0.0,,,,DEH,CSG,-104.9406485,39.6763774,DIAMOND SHAMROCK,172533.0,2210 S COLORADO BLVD,,DENVER,CO,80222,{E1DD3F25-2927-48FB-A552-53B6DE6CFCF6}
(303) 934-6665,5AM-11PM,YES,,,0.0,,0.0,,,,DEH,CSG,-105.01120973,39.6786099,DIAMOND SHAMROCK,,2010 W EVANS AVE,,ENGLEWOOD,CO,80110,{6A0ACB06-4FFD-4493-B5FB-437C6550C147}
(303) 480-5388,6AM-11PM,YES,,,0.0,,0.0,,,,DEH,CSG,-105.02528922,39.74692814,DIAMOND SHAMROCK,53291.0,1945 N FEDERAL BLVD,,DENVER,CO,80204,{FAEC0258-C1BE-40CE-80E0-68A88E384094}
(303) 366-2456,6AM-MIDNIGHT,YES,,,0.0,,0.0,,,,DEH,CSG,-104.871214,39.70988323,DIAMOND SHAMROCK,134304.0,10098 E ALAMEDA AVE,,DENVER,CO,80247,{EEF3DE44-B960-485B-AA83-0D8F63C76970}
(303) 892-0174,24 HOURS,YES,,,0.0,,0.0,,,,DEH,CSG,-104.98755627,39.69907465,DIAMOND SHAMROCK,168267.0,1001 N BROADWAY,,DENVER,CO,80204,{55634537-C937-4338-9765-FA6412BA4711}
(303) 320-0462,,,541103,44512001,1344.0,,6.0,B,,A,ESRI,CSG,-104.91408079,39.74006322,EAST COLFAX GAS & FOOD,126653.0,6390 E COLFAX AVE,,DENVER,CO,80220,{6D6F414D-E5A6-43D6-ACE8-474326DD0E2F}
(303) 344-1525,,,541103,44512001,896.0,,4.0,A,,A,ESRI,CSG,-104.87531432,39.72648032,FAMILY GROCERY & GAS,0.0,700 DAYTON ST,,AURORA,CO,80010,{D023C36B-94AC-495E-A106-67B61DF18A27}
(303) 759-0349,24 HOURS,NO,541103,44512001,1792.0,,8.0,B,,B,ESRI,CSG,-104.92276058,39.68937816,FAST-N-FRIENDLY FOOD MARTS INC,137507.0,5595 E FLORIDA AVE,,DENVER,CO,80222,{0FD51135-D1CC-4E16-A705-743D3B105C56}
(303) 744-1095,M-SA 7AM-6pm; SU 8AM-6PM,YES,541105,44511003,494.0,,2.0,A,,A,ESRI,CSG,-104.99217272,39.71843819,FIRST AVE MARKET,261482.0,305 W 1ST AVE,,DENVER,CO,80223,{A736F55B-4509-4C6F-B520-6B88ED6F9A91}
(303) 755-7300,7AM-MIDNIGHT,YES,,,0.0,,0.0,,,,DEH,CSG,-104.86064991,39.66019331,GAS EXPRESS,0.0,10890 E DARTMOUTH AVE,#18,DENVER,CO,80014,{DC626818-AABF-4409-8D41-11AE2C1FBA63}
(303) 321-3554,6AM-10PM,NO,541103,44512001,672.0,,3.0,A,,A,ESRI,CSG,-104.91272515,39.70217094,GAS PLUS,0.0,800 S MONACO PKWY,,DENVER,CO,80224,{3244A492-AAC7-4F54-B172-446D232FDCFC}
(303) 431-1213,"M-TH 6AM-10PM; F, SA 6AM-11PM;  SU 7-10PM",YES,541103,44512001,448.0,,2.0,A,,A,ESRI,CSG,-105.0696471,39.77667789,GAS PLUS,0.0,6595 W 44TH AVE,,WHEAT RIDGE,CO,80033,{94B07787-3FC9-41CF-89D9-F53A3292E96D}
,,,541103,44512001,224.0,,1.0,A,,A,ESRI,CSG,-105.05328722,39.69634651,HAWA'S FOOD & GAS LLC,0.0,1107 S SHERIDAN BLVD,,LAKEWOOD,CO,80232,{452DD9C1-9FA2-4250-B8EA-5770154450AF}
(303) 620-1307,,,,,0.0,,0.0,,,,DEH,CSG,-105.02508435,39.72230053,JAS FOOD MART,75598.0,412 N FEDERAL BLVD,,DENVER,CO,80204,{D2184976-87E7-4801-BD65-905F489D385A}
(303) 292-5760,24 HOURS,NO,,,0.0,,0.0,,,,DEH,CSG,-104.973269,39.76698978,JENNY'S MARKET,40606.0,3550 DOWNING ST,,DENVER,CO,80205,{F9AE0BF6-7B02-45A2-9220-4C27D7EC2FD3}
,,,,,0.0,,0.0,,,,DEH,CSG,-104.96521185,39.67490896,J-MAC C STORE,165226.0,1901 E ILIFF AVE,,DENVER,CO,80224,{BFB7E855-4838-4FAF-8E9E-6F7D2EF7A8FA}
(303) 477-9267,24 HOURS,YES,541103,44512001,1344.0,,6.0,B,,A,ESRI,CSG,-104.99479495,39.76598969,K&G PETROLEUM,42378.0,3490 PARK AVE W,,DENVER,CO,80216,{68FDC8C9-16CB-4F4B-B0D2-DE08EE684122}
,,,541103,44512001,896.0,,4.0,A,,A,ESRI,CSG,-104.89246558,39.69181755,KLASSY KATZ CONVENIENCE,0.0,1370 S PARKER RD,,DENVER,CO,80231,{63C15EE0-25ED-4C68-8B46-FBCF3DBAA393}
(303) 703-4111,M-F 6AM-9PM; SA 8PM-9PM; SU 9AM-8PM,YES,,,0.0,,0.0,,,,DEH,CSG,-105.0347466,39.63818057,K-STOP GAS AND GROCERIES,179984.0,4305 S LOWELL BLVD,,DENVER,CO,80236,{90B5974D-BEB3-4191-88EE-81ADDA6D7D89}
(303) 933-0093,M-TH 6AM-10:30PM; F-SU 7AM-10:30PM,NO,541103,44512001,672.0,,3.0,A,,A,ESRI,CSG,-105.10977443,39.63359074,LITTLETON MY MART INC,0.0,4550 S KIPLING PKWY,#2,DENVER,CO,80127,{96732570-4B7E-4F2C-AB90-3CAF1A3DC3EC}
(303) 871-5933,24 HOURS,YES,541103,44512001,2240.0,2,10.0,C,J,B,ESRI,CSG,-104.99319052,39.65314329,LOAF 'N JUG,0.0,490 W HAMPDEN AVE,,ENGLEWOOD,CO,80110,{B99D17BB-C6F0-48D4-8187-26C80401D419}
(303) 759-5911,24 HOURS,,,,0.0,,0.0,,,,DEH,CSG,-104.94079624,39.68957051,LOAF 'N JUG,107668.0,1495 S COLORADO BLVD,,DENVER,CO,80222,{2EE3949C-334D-4312-AE70-FCA98942574D}
(303) 973-7696,24 HOURS,YES,541103,44512001,1120.0,2,5.0,B,J,A,ESRI,CSG,-105.10792583,39.62439151,LOAF 'N JUG,0.0,5091 S JELLISON WAY,,LITTLETON,CO,80123,{A6D712E2-00E5-4AF8-82E0-92083BC9561B}
(303) 759-5911,24 HOURS,YES,,,0.0,,0.0,,,,DEH,CSG,-104.94079624,39.68957051,LOAF 'N JUG,107668.0,1495 S COLORADO BLVD,,DENVER,CO,80222,{56687EBD-5427-4500-B187-5671E5E23B63}
(303) 329-8657,6AM-10:30PM,NO,,,0.0,,0.0,,,,DEH,CSG,-104.94046452,39.76471007,MALMART CONOCO,261481.0,3400 N COLORADO BLVD,,DENVER,CO,80205,{2D54B5F9-45A3-4883-B517-8DBFC66CAC33}
(303) 691-1600,7AM-10PM,YES,541103,44512001,224.0,,1.0,A,,A,ESRI,CSG,-104.92227453,39.68907064,METRO GAS & CONVENIENCE,167446.0,1510 S HOLLY ST,,DENVER,CO,80222,{474BF32B-C26F-420A-B0E4-2FAF119F71D9}
,,,,,0.0,,0.0,,,,DEH,CSG,-104.92454357,39.77438587,MILE HIGH CONOCO,181674.0,4140 N GRAPE ST,,DENVER,CO,80207,{FE4AC9CA-107E-4439-9FF5-1DD50C54C124}
,,,,,0.0,,0.0,,,,DEH,CSG,-105.02530664,39.74934998,MiLE HIGH CONVENIENCE,53063.0,2105 N FEDERAL BLVD,,DENVER,CO,80211,{700B49EB-7DF6-42AB-A1E8-1609A3030884}
(303) 781-0269,,YES,541103,44512001,896.0,,4.0,A,,A,ESRI,CSG,-104.97359651,39.65333103,MILE HIGH GAS & FOOD,0.0,3495 S DOWNING ST,,ENGLEWOOD,CO,80113,{AEB49AEF-6262-4D5F-996F-61DF286DFE69}
(303) 373-0213,24 HOURS,YES,541103,44512001,1568.0,2,7.0,B,x,B,ESRI,CSG,-104.77206687,39.76506798,MURPHY EXPRESS,0.0,3470 TOWER RD,,AURORA,CO,80011,{44E58FF3-A5B8-4D4F-A467-62146E90A61C}
(303) 564-5938,5:30AM-7:30PM,NO,,,0.0,,0.0,,,,DEH,CSG,-105.01862519,39.72420096,PHILLIPS 66,75565.0,510 N BRYANT ST,,DENVER,CO,80204,{334C8C2C-FE9E-4147-B675-F4D98797D969}
(303) 242-3523,7AM-10PM,YES,,,0.0,,0.0,,,,DEH,CSG,-104.91649031,39.7383033,SAFEWAY FUEL CENTER,126856.0,6130 E 14TH AVE,,DENVER,CO,80220,{BCE3476F-63AE-49EE-96F5-5C6EDDF98A96}
(303) 458-8418,7AM-10PM,YES,,,0.0,,0.0,,,,DEH,CSG,-105.03486062,39.77669315,SAFEWAY FUEL CENTER,29400.0,3600 W 44TH AVE,,DENVER,CO,80211,{4B4924FC-D627-4601-9C0E-79C8BC2E1BD2}
(303) 691-8870,6AM-10PM,YES,,,0.0,,0.0,,,,DEH,CSG,-104.91299582,39.66635071,SAFEWAY FUEL CENTER,0.0,2797 S MONACO PKWY,,DENVER,CO,80222,{E1271617-6736-4156-968E-78854C3F5F2C}
(303) 477-5091,7AM-MIDNIGHT,YES,,,0.0,,0.0,,,,DEH,CSG,-105.02510508,39.75499138,SAFEWAY FUEL CENTER,48134.0,2660 N FEDERAL BLVD,,DENVER,CO,80211,{8F0418D8-9B48-4E0C-AE05-C28BD2B2A237}
(303) 522-1673,5AM-11PM,YES,,,0.0,,0.0,,,,DEH,CSG,-104.84691498,39.78091095,SHELL,12096.0,4650 N PEORIA ST,,DENVER,CO,80239,{0ECBFDC5-1556-4513-AA21-B7D80215436E}
(303) 934-2625,5AM-10PM; SU 6AM-10PM,YES,,,0.0,,0.0,,,,DEH,CSG,-105.01301028,39.69672304,SHELL,102783.0,2000 W MISSISSIPPI AVE,,DENVER,CO,80223,{8C73223B-165A-40B5-A352-8FDD42538DD4}
(303) 937-9059,7:30AM-11PM,YES,,,0.0,,0.0,,,,DEH,CSG,-105.00816015,39.69671267,SHORT STOP FOOD AND GAS,102706.0,1770 W MISSISSIPPI AVE,,DENVER,CO,80223,{E319DE4C-B4E0-4F19-AAB2-79546938C3B9}
(303) 433-0804,5AM-11PM,YES,,,0.0,,0.0,,,,DEH,CSG,-105.01690274,39.75661961,SPEER PHILLIPS 66,166478.0,2757 N SPEER BLVD,,DENVER,CO,80211,{853307C9-70BA-459E-A30F-02CA5ECC73C9}
(303) 331-9116,6AM-MIDNIGHT,YES,541103,44512001,672.0,2,3.0,A,,A,ESRI,CSG,-104.95859348,39.74016803,SUN MART,58335.0,2405 E COLFAX AVE,,DENVER,CO,80206,{8E43435D-7AA7-4FFF-B1A4-01EF83272117}
,,,,,0.0,,0.0,,,,DEH,CSG,-105.02504844,39.78532939,TANAY AT CONOCO,186665.0,4880 N FEDERAL BLVD,,DENVER,CO,80221,{2F9954D6-0D16-4497-B08B-8C04646B3F88}
,,,,,0.0,,0.0,,,,DEH,CSG,-105.02503482,39.68915126,TEXACO,341295.0,1506 S FEDERAL BLVD,,DENVER,CO,80218,{F6B58E04-08D5-4761-AC92-4C78BFA6B9FC}
(303) 289-2442,M-SA 6AM-9:30PM; SU 7AM-9:30PM,YES,541103,44512001,448.0,,2.0,A,,A,ESRI,CSG,-104.91279541,39.81629005,U SAVE MART,0.0,6590 MONACO ST,,COMMERCE CITY,CO,80022,{9D9979B8-9B3F-4219-A9DD-FE4F9EB0F4C2}
(303) 934-4600,6AM-10PM,YES,541103,44512001,448.0,,2.0,A,,A,ESRI,CSG,-105.02495529,39.67866647,UNITED MART,352346.0,2098 S FEDERAL BLVD,,DENVER,CO,80219,{EA6B5AF7-C6C1-403E-8577-04152F6FA44E}
(303) 298-7352,24 HOURS,NO,,,0.0,,0.0,,,,DEH,CSG,-104.98739479,39.80222111,VALERO,0.0,5810 N BROADWAY,,DENVER,CO,80216,{369A7D7F-496C-48E5-9C52-278FFDDEFD1A}
(303) 433-7755,24 HOURS,YES,,,0.0,,0.0,,,,DEH,CSG,-105.05321533,39.77826071,VALERO,27836.0,4498 N SHERIDAN BLVD,,DENVER,CO,80212,{52656D4B-511D-4B45-AA6E-1481A401597E}
(303) 933-2076,24 HOURS,NO,,,0.0,,0.0,,,,DEH,CSG,-105.09297118,39.61829286,VALERO CORNER STORE,156966.0,8500 W CRESTLINE AVE,,DENVER,CO,80123,{32884B4A-1CBA-425A-9A9A-863AC1C2F7D8}
(303) 756-4061,M-F 6AM-11PM; SA-SU 6AM-10PM,NO,,,0.0,,0.0,,,,DEH,CSG,-104.90741086,39.6531479,VALERO CORNER STORE,145473.0,7045 E HAMPDEN AVE,,DENVER,CO,80224,{DC06EBCE-C58A-4CEB-AF5D-5CAC41724B56}
(303) 932-9338,5-MIDNIGHT,NO,,,0.0,,0.0,,,,DEH,CSG,-105.08699231,39.63028284,VALERO CORNER STORE,156220.0,4797 S WADSWORTH WAY,,DENVER,CO,80123,{CF2ECA55-311C-4A8C-B73E-6777F8456549}
